date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:17:45	24042/24042	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e8609cc-5dea%22	http://0.gravatar.com/js/gprofiles.js?ver=202046y	C:/My%20Web%20Sites/TEST/0.gravatar.com/js/gprofiles1038.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:45	34651/34651	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:43%20GMT	https://whatsthebest893972994.wordpress.com/contact/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/contact/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:45	27654/27654	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:43%20GMT	https://whatsthebest893972994.wordpress.com/about/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/about/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:45	31794/31794	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:43%20GMT	https://whatsthebest893972994.wordpress.com/blog/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/blog/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:46	582/582	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bffef62-2f0%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/TEST/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:46	54824/54824	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:46%20GMT	https://whatsthebest893972994.wordpress.com/2020/10/17/example-post-3/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/2020/10/17/example-post-3/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:46	12042/12042	---MCZ	200	added ('OK')	text/css	etag:W/%225f88539e-376b%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20201002	C:/My%20Web%20Sites/TEST/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar61ea.css	(from https://whatsthebest893972994.wordpress.com/)
08:17:46	50534/50534	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:46%20GMT	https://whatsthebest893972994.wordpress.com/2020/10/17/example-post-2/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/2020/10/17/example-post-2/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:46	49753/49753	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:46%20GMT	https://whatsthebest893972994.wordpress.com/2020/10/17/example-post/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/2020/10/17/example-post/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:47	15569/15569	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f88539e-4f45%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20201002	C:/My%20Web%20Sites/TEST/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar61ea.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:47	43056/43056	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225dc97222-a830%22	https://s0.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1573483029j	C:/My%20Web%20Sites/TEST/s0.wp.com/_static/indexa85c.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:47	7987/7987	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dcad0b1-1f33%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?m=1573572739h&ver=3.0.0	C:/My%20Web%20Sites/TEST/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min9853.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:48	353/353	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0172a3-161%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?m=1540208548h&ver=3.42.0	C:/My%20Web%20Sites/TEST/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.minf99f.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:48	888/888	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e834fbd-378%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?m=1585663916h&ver=3.42.0	C:/My%20Web%20Sites/TEST/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min9c36.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:49	47085/47085	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e834fbd-b7ed%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?m=1585663916h&ver=3.6.4	C:/My%20Web%20Sites/TEST/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min67f7.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:49	7165/7165	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6c4809-1bfd%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?m=1550600082h&ver=3.0.12	C:/My%20Web%20Sites/TEST/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min52a8.js	(from https://whatsthebest893972994.wordpress.com/)
08:17:49	417/417	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0172a3-1a1%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?m=1540208548h&ver=2.0.2	C:/My%20Web%20Sites/TEST/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min5eac.js	(from https://whatsthebest893972994.wordpress.com/)
